t_sec,t_nanosec,s1_fx,s1_fy,s1_fz,s1_tx,s1_ty,s1_tz,s1_stamp_sec,s1_stamp_nsec,s2_fx,s2_fy,s2_fz,s2_tx,s2_ty,s2_tz,s2_stamp_sec,s2_stamp_nsec,s3_fx,s3_fy,s3_fz,s3_tx,s3_ty,s3_tz,s3_stamp_sec,s3_stamp_nsec,ee_px,ee_py,ee_pz,ee_stamp_sec,ee_stamp_nsec,ee_mf_px,ee_mf_py,ee_mf_pz,ee_mf_stamp_sec,ee_mf_stamp_nsec,ee_th_px,ee_th_py,ee_th_pz,ee_th_stamp_sec,ee_th_stamp_nsec,deform_circ,deform_circ_stamp_sec,deform_circ_stamp_nsec,deform_ecc,deform_ecc_stamp_sec,deform_ecc_stamp_nsec,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8,emg_stamp_sec,emg_stamp_nsec
1763329095,966383410,0.048239,0.042053,0.024452,0.000405,0.001033,0.000072,1763329095,966383410,0.012355,-0.010203,0.038837,-0.000065,0.000552,0.000340,1763329095,966383410,0.170924,-0.000654,0.095791,0.000834,0.000079,0.000487,1763329095,966383410,0.076430,0.043145,0.358581,1763329095,966383410,0.076430,0.043145,0.358581,1763329095,966383410,-0.114822,0.066398,0.352159,1763329095,966383410,0.893141,1763329095,966383410,0.214357,1763329095,966383410,31.000000,25.000000,38.000000,20.000000,22.000000,21.000000,27.000000,19.000000,1763329095,966383410
1763329095,972192277,0.039239,0.078053,-0.038548,0.000175,0.000893,-0.000268,1763329095,972192277,0.022355,-0.009203,0.050837,-0.000225,0.000682,0.000240,1763329095,972192277,0.149924,0.025346,0.148791,0.000684,0.000069,0.000857,1763329095,972192277,0.076430,0.043145,0.358581,1763329095,972192277,0.076430,0.043145,0.358581,1763329095,972192277,-0.114822,0.066398,0.352159,1763329095,972192277,0.893141,1763329095,972192277,0.214357,1763329095,972192277,32.000000,31.000000,40.000000,20.000000,19.000000,22.000000,27.000000,20.000000,1763329095,972192277
1763329095,976048052,0.072239,0.065053,-0.027548,0.000295,0.001033,-0.000458,1763329095,976048052,-0.006645,-0.010203,0.063837,-0.000115,0.000482,0.000030,1763329095,976048052,0.139924,0.024346,0.118791,0.000874,0.000049,0.000237,1763329095,976048052,0.076430,0.043145,0.358581,1763329095,976048052,0.076430,0.043145,0.358581,1763329095,976048052,-0.114822,0.066398,0.352159,1763329095,976048052,0.895612,1763329095,976048052,0.216220,1763329095,976048052,32.000000,31.000000,40.000000,20.000000,19.000000,22.000000,27.000000,20.000000,1763329095,976048052
1763329095,980641515,0.054239,0.051053,-0.055548,0.000255,0.001013,-0.000318,1763329095,980641515,0.013355,-0.000203,0.047837,-0.000155,0.000552,-0.000690,1763329095,980641515,0.140924,-0.001654,0.110791,0.000854,-0.000001,0.000477,1763329095,980641515,0.076430,0.043145,0.358581,1763329095,980641515,0.076430,0.043145,0.358581,1763329095,980641515,-0.114822,0.066398,0.352159,1763329095,980641515,0.895612,1763329095,980641515,0.216220,1763329095,980641515,32.000000,31.000000,40.000000,20.000000,19.000000,22.000000,27.000000,20.000000,1763329095,980641515
1763329095,985049889,0.046239,0.051053,-0.014548,0.000205,0.000903,0.000172,1763329095,985049889,0.044355,-0.015203,0.063837,-0.000075,0.000582,-0.000250,1763329095,985049889,0.156924,0.023346,0.105791,0.000734,-0.000011,0.000477,1763329095,985049889,0.076430,0.043145,0.358581,1763329095,985049889,0.076430,0.043145,0.358581,1763329095,985049889,-0.114822,0.066398,0.352159,1763329095,985049889,0.895612,1763329095,985049889,0.216220,1763329095,985049889,32.000000,31.000000,40.000000,20.000000,19.000000,22.000000,27.000000,20.000000,1763329095,985049889
1763329095,990461585,0.072239,0.035053,-0.034548,0.000415,0.001053,-0.000248,1763329095,990461585,0.022355,-0.002203,-0.003163,-0.000135,0.000612,0.000110,1763329095,990461585,0.157924,0.016346,0.096791,0.000754,-0.000121,0.000997,1763329095,990461585,0.076430,0.043145,0.358581,1763329095,990461585,0.076430,0.043145,0.358581,1763329095,990461585,-0.114822,0.066398,0.352159,1763329095,990461585,0.895612,1763329095,990461585,0.216220,1763329095,990461585,32.000000,31.000000,37.000000,20.000000,19.000000,22.000000,27.000000,18.000000,1763329095,990461585
1763329095,995241764,0.055239,0.064053,-0.049548,0.000415,0.000873,-0.000338,1763329095,995241764,0.016355,-0.003203,0.009837,-0.000205,0.000632,-0.000220,1763329095,995241764,0.148924,0.025346,0.092791,0.000784,-0.000011,0.000197,1763329095,995241764,0.076430,0.043145,0.358581,1763329095,995241764,0.076430,0.043145,0.358581,1763329095,995241764,-0.114822,0.066398,0.352159,1763329095,995241764,0.895612,1763329095,995241764,0.216220,1763329095,995241764,32.000000,31.000000,37.000000,20.000000,19.000000,22.000000,27.000000,18.000000,1763329095,995241764
1763329096,844973,0.044239,0.044053,-0.020548,0.000465,0.001103,-0.000518,1763329096,844973,0.022355,0.005797,0.066837,-0.000205,0.000552,0.000140,1763329096,844973,0.175924,0.019346,0.190791,0.000714,-0.000011,0.000597,1763329096,844973,0.076489,0.043179,0.358558,1763329096,844973,0.076489,0.043179,0.358558,1763329096,844973,-0.114770,0.066368,0.352138,1763329096,844973,0.895612,1763329096,844973,0.216220,1763329096,844973,32.000000,31.000000,37.000000,20.000000,19.000000,22.000000,27.000000,18.000000,1763329096,844973
1763329096,7176952,0.079239,0.045053,-0.039548,0.000285,0.001033,0.000472,1763329096,7176952,0.032355,-0.009203,0.011837,-0.000075,0.000592,-0.000040,1763329096,7176952,0.143924,0.005346,0.090791,0.000714,-0.000041,0.000597,1763329096,7176952,0.076489,0.043179,0.358558,1763329096,7176952,0.076489,0.043179,0.358558,1763329096,7176952,-0.114770,0.066368,0.352138,1763329096,7176952,0.895612,1763329096,7176952,0.216220,1763329096,7176952,29.000000,30.000000,42.000000,21.000000,18.000000,23.000000,24.000000,20.000000,1763329096,7176952
1763329096,11577839,0.067239,0.038053,-0.009548,0.000415,0.001113,-0.000028,1763329096,11577839,-0.006645,0.007797,0.023837,-0.000155,0.000392,0.000600,1763329096,11577839,0.122924,0.003346,0.106791,0.000804,-0.000011,0.000327,1763329096,11577839,0.076489,0.043179,0.358558,1763329096,11577839,0.076489,0.043179,0.358558,1763329096,11577839,-0.114770,0.066368,0.352138,1763329096,11577839,0.894733,1763329096,11577839,0.214585,1763329096,11577839,29.000000,30.000000,42.000000,21.000000,18.000000,23.000000,24.000000,20.000000,1763329096,11577839
1763329096,15338390,0.041239,0.056053,-0.024548,0.000365,0.001003,-0.000698,1763329096,15338390,0.009355,-0.000203,0.042837,-0.000175,0.000702,-0.000000,1763329096,15338390,0.128924,0.007346,0.107791,0.000694,-0.000021,0.000307,1763329096,15338390,0.076489,0.043179,0.358558,1763329096,15338390,0.076489,0.043179,0.358558,1763329096,15338390,-0.114770,0.066368,0.352138,1763329096,15338390,0.894733,1763329096,15338390,0.214585,1763329096,15338390,29.000000,30.000000,42.000000,21.000000,18.000000,23.000000,24.000000,20.000000,1763329096,15338390
1763329096,21008551,0.059239,0.051053,0.008452,0.000405,0.001163,-0.000488,1763329096,21008551,0.014355,0.000797,0.049837,-0.000115,0.000712,-0.000190,1763329096,21008551,0.155924,0.014346,0.123791,0.000634,0.000059,0.000527,1763329096,21008551,0.076406,0.043131,0.358591,1763329096,21008551,0.076406,0.043131,0.358591,1763329096,21008551,-0.114819,0.066396,0.352166,1763329096,21008551,0.894733,1763329096,21008551,0.214585,1763329096,21008551,29.000000,30.000000,42.000000,21.000000,18.000000,23.000000,24.000000,20.000000,1763329096,21008551
1763329096,26077593,0.068239,0.043053,-0.044548,0.000305,0.001103,0.000212,1763329096,26077593,0.013355,-0.017203,0.016837,0.000025,0.000692,0.000360,1763329096,26077593,0.155924,0.058346,0.111791,0.000564,0.000089,0.000467,1763329096,26077593,0.076406,0.043131,0.358591,1763329096,26077593,0.076406,0.043131,0.358591,1763329096,26077593,-0.114819,0.066396,0.352166,1763329096,26077593,0.894733,1763329096,26077593,0.214585,1763329096,26077593,27.000000,38.000000,54.000000,23.000000,18.000000,21.000000,20.000000,21.000000,1763329096,26077593
